policy_number,member_id
POL-18418,MEMBER-005610
POL-18418,MEMBER-005278
POL-18418,MEMBER-002123
POL-18418,MEMBER-006630
POL-11832,MEMBER-001608
POL-11832,MEMBER-006474
POL-11200,MEMBER-006944
POL-11200,MEMBER-002176
POL-11200,MEMBER-000373
POL-11200,MEMBER-000590
POL-18699,MEMBER-006121
POL-18699,MEMBER-002777
POL-18699,MEMBER-001832
POL-18699,MEMBER-003746
POL-18699,MEMBER-004771
POL-15908,MEMBER-002262
POL-15908,MEMBER-005318
POL-15908,MEMBER-004725
POL-12845,MEMBER-001204
POL-12845,MEMBER-000589
POL-12845,MEMBER-003112
POL-12845,MEMBER-006961
POL-15963,MEMBER-002255
POL-10582,MEMBER-005111
POL-10582,MEMBER-002296
POL-10582,MEMBER-006013
POL-10622,MEMBER-002409
POL-10622,MEMBER-004662
POL-10622,MEMBER-002705
POL-12379,MEMBER-004536
POL-12379,MEMBER-005642
POL-18746,MEMBER-005389
POL-15540,MEMBER-001530
POL-15540,MEMBER-003991
POL-11465,MEMBER-004906
POL-17347,MEMBER-005778
POL-17347,MEMBER-002478
POL-17347,MEMBER-002870
POL-17347,MEMBER-003342
POL-17347,MEMBER-002075
POL-13232,MEMBER-005888
POL-13232,MEMBER-005142
POL-13232,MEMBER-003151
POL-13232,MEMBER-004319
POL-13232,MEMBER-006357
POL-19191,MEMBER-005945
POL-19191,MEMBER-005301
POL-19191,MEMBER-004159
POL-19191,MEMBER-005383
POL-18973,MEMBER-002545
POL-18973,MEMBER-000074
POL-18973,MEMBER-004047
POL-18973,MEMBER-004435
POL-11414,MEMBER-001097
POL-11414,MEMBER-005677
POL-15264,MEMBER-002525
POL-15264,MEMBER-004463
POL-15264,MEMBER-006771
POL-10051,MEMBER-003751
POL-10051,MEMBER-001202
POL-10051,MEMBER-004821
POL-18228,MEMBER-003637
POL-18228,MEMBER-003096
POL-19513,MEMBER-004082
POL-19513,MEMBER-000934
POL-19513,MEMBER-001827
POL-15073,MEMBER-004740
POL-15073,MEMBER-004373
POL-15073,MEMBER-003427
POL-15073,MEMBER-004702
POL-15032,MEMBER-002696
POL-15032,MEMBER-001199
POL-15032,MEMBER-004237
POL-15032,MEMBER-003207
POL-13787,MEMBER-005411
POL-13787,MEMBER-003067
POL-13787,MEMBER-002374
POL-13787,MEMBER-001254
POL-13787,MEMBER-000358
POL-19176,MEMBER-005687
POL-19176,MEMBER-005719
POL-19176,MEMBER-001282
POL-19176,MEMBER-002970
POL-10543,MEMBER-003991
POL-10543,MEMBER-003726
POL-10543,MEMBER-001904
POL-10543,MEMBER-000932
POL-16335,MEMBER-001834
POL-16335,MEMBER-000811
POL-15425,MEMBER-002116
POL-15425,MEMBER-004597
POL-15425,MEMBER-000145
POL-15425,MEMBER-001554
POL-15425,MEMBER-004279
POL-19582,MEMBER-002592
POL-13946,MEMBER-003382
POL-13946,MEMBER-001512
POL-13946,MEMBER-006292
POL-13946,MEMBER-002280
POL-13946,MEMBER-001442
POL-12993,MEMBER-003474
POL-12993,MEMBER-000614
POL-12993,MEMBER-001925
POL-19973,MEMBER-001136
POL-19973,MEMBER-005449
POL-19973,MEMBER-003877
POL-19973,MEMBER-002873
POL-15680,MEMBER-003716
POL-15680,MEMBER-006289
POL-15680,MEMBER-005940
POL-11271,MEMBER-004424
POL-11271,MEMBER-001585
POL-11271,MEMBER-004832
POL-11271,MEMBER-006146
POL-16503,MEMBER-006451
POL-16503,MEMBER-004513
POL-16503,MEMBER-005419
POL-16503,MEMBER-001039
POL-16503,MEMBER-003763
POL-11702,MEMBER-003929
POL-11702,MEMBER-003026
POL-11702,MEMBER-002430
POL-10427,MEMBER-004770
POL-10427,MEMBER-004304
POL-12696,MEMBER-000222
POL-12696,MEMBER-000062
POL-12696,MEMBER-005015
POL-12557,MEMBER-004969
POL-12557,MEMBER-006907
POL-13521,MEMBER-006085
POL-13521,MEMBER-002920
POL-13521,MEMBER-002803
POL-13521,MEMBER-005507
POL-13521,MEMBER-002872
POL-19574,MEMBER-002314
POL-19574,MEMBER-000646
POL-19574,MEMBER-005258
POL-11857,MEMBER-002297
POL-11857,MEMBER-001083
POL-15288,MEMBER-002879
POL-10578,MEMBER-000869
POL-10578,MEMBER-003528
POL-10578,MEMBER-002994
POL-10578,MEMBER-006763
POL-10578,MEMBER-001464
POL-10879,MEMBER-003344
POL-10879,MEMBER-002995
POL-10879,MEMBER-004818
POL-10879,MEMBER-005166
POL-14803,MEMBER-006201
POL-14803,MEMBER-002248
POL-14803,MEMBER-003029
POL-11504,MEMBER-000892
POL-11504,MEMBER-004959
POL-11504,MEMBER-004760
POL-11504,MEMBER-005929
POL-11504,MEMBER-005623
POL-17540,MEMBER-001476
POL-17540,MEMBER-005979
POL-17540,MEMBER-004433
POL-17540,MEMBER-004415
POL-18436,MEMBER-005582
POL-18436,MEMBER-000232
POL-18436,MEMBER-005170
POL-18436,MEMBER-001248
POL-18436,MEMBER-005736
POL-16868,MEMBER-000221
POL-16868,MEMBER-005254
POL-16868,MEMBER-000591
POL-17107,MEMBER-004955
POL-17107,MEMBER-002695
POL-13635,MEMBER-004827
POL-13635,MEMBER-004031
POL-13635,MEMBER-006933
POL-13635,MEMBER-004545
POL-13635,MEMBER-005017
POL-17828,MEMBER-001735
POL-17828,MEMBER-004774
POL-17828,MEMBER-002274
POL-18301,MEMBER-000589
POL-12581,MEMBER-005001
POL-12581,MEMBER-001482
POL-12581,MEMBER-000614
POL-12581,MEMBER-006164
POL-12581,MEMBER-000167
POL-10389,MEMBER-001241
POL-12032,MEMBER-001528
POL-12032,MEMBER-003516
POL-12032,MEMBER-003095
POL-12032,MEMBER-004955
POL-12032,MEMBER-002623
POL-17698,MEMBER-005122
POL-17698,MEMBER-003936
POL-17698,MEMBER-003110
POL-18607,MEMBER-006483
POL-18607,MEMBER-002320
POL-18607,MEMBER-000410
POL-18607,MEMBER-005555
POL-18050,MEMBER-001694
POL-18050,MEMBER-000612
POL-18050,MEMBER-001261
POL-18050,MEMBER-002981
POL-18050,MEMBER-005071
POL-10442,MEMBER-000466
POL-10442,MEMBER-000689
POL-10442,MEMBER-002099
POL-10442,MEMBER-006082
POL-11729,MEMBER-005194
POL-11729,MEMBER-002995
POL-11729,MEMBER-002943
POL-11729,MEMBER-004086
POL-11729,MEMBER-003176
POL-19708,MEMBER-005294
POL-19708,MEMBER-002559
POL-19227,MEMBER-004943
POL-10919,MEMBER-004998
POL-10919,MEMBER-000003
POL-10919,MEMBER-003173
POL-18645,MEMBER-002402
POL-18645,MEMBER-004139
POL-18645,MEMBER-000844
POL-18645,MEMBER-004989
POL-18645,MEMBER-003887
POL-17142,MEMBER-002494
POL-17142,MEMBER-005124
POL-17142,MEMBER-003873
POL-17142,MEMBER-004920
POL-17142,MEMBER-003161
POL-17294,MEMBER-000530
POL-17294,MEMBER-004262
POL-17294,MEMBER-002607
POL-13781,MEMBER-001108
POL-13781,MEMBER-001129
POL-16123,MEMBER-005929
POL-16123,MEMBER-000252
POL-18057,MEMBER-003947
POL-18057,MEMBER-005224
POL-18057,MEMBER-000487
POL-18057,MEMBER-000560
POL-10633,MEMBER-004828
POL-10633,MEMBER-005144
POL-17826,MEMBER-005348
POL-17826,MEMBER-002876
POL-17826,MEMBER-002463
POL-17826,MEMBER-004867
POL-13441,MEMBER-002401
POL-13441,MEMBER-001073
POL-14106,MEMBER-004858
POL-13618,MEMBER-005936
POL-10976,MEMBER-002372
POL-10976,MEMBER-003265
POL-10976,MEMBER-005031
POL-11579,MEMBER-003619
POL-16894,MEMBER-003723
POL-16894,MEMBER-002220
POL-16894,MEMBER-004639
POL-16894,MEMBER-006431
POL-16894,MEMBER-005524
POL-16461,MEMBER-001669
POL-16461,MEMBER-004051
POL-16461,MEMBER-006183
POL-18963,MEMBER-003024
POL-18963,MEMBER-003562
POL-18963,MEMBER-005085
POL-18963,MEMBER-006762
POL-16454,MEMBER-001993
POL-16454,MEMBER-005271
POL-16454,MEMBER-001970
POL-16454,MEMBER-001423
POL-19565,MEMBER-003568
POL-12143,MEMBER-002229
POL-12143,MEMBER-006735
POL-12143,MEMBER-000628
POL-18149,MEMBER-003013
POL-18149,MEMBER-001030
POL-18149,MEMBER-005538
POL-18149,MEMBER-002025
POL-18150,MEMBER-006921
POL-18150,MEMBER-005749
POL-18150,MEMBER-000968
POL-18150,MEMBER-005796
POL-18150,MEMBER-002170
POL-14386,MEMBER-003812
POL-14386,MEMBER-005778
POL-14386,MEMBER-006456
POL-14386,MEMBER-003287
POL-18660,MEMBER-000078
POL-18660,MEMBER-005079
POL-18660,MEMBER-005712
POL-18660,MEMBER-003650
POL-13548,MEMBER-001834
POL-13548,MEMBER-006088
POL-13548,MEMBER-000097
POL-13548,MEMBER-000430
POL-19379,MEMBER-004151
POL-19379,MEMBER-005580
POL-19379,MEMBER-004394
POL-19379,MEMBER-001002
POL-19379,MEMBER-002887
POL-18694,MEMBER-002726
POL-18694,MEMBER-006760
POL-19424,MEMBER-005438
POL-14711,MEMBER-000722
POL-14711,MEMBER-001216
POL-14711,MEMBER-001012
POL-14711,MEMBER-006016
POL-14711,MEMBER-001248
POL-15129,MEMBER-000635
POL-15129,MEMBER-006694
POL-15129,MEMBER-003029
POL-15129,MEMBER-003115
POL-15129,MEMBER-003947
POL-12548,MEMBER-002775
POL-17009,MEMBER-000114
POL-17009,MEMBER-004126
POL-13506,MEMBER-006154
POL-13506,MEMBER-006905
POL-13506,MEMBER-003366
POL-13506,MEMBER-005007
POL-12155,MEMBER-005442
POL-17421,MEMBER-006405
POL-17421,MEMBER-001330
POL-12621,MEMBER-003700
POL-12621,MEMBER-006496
POL-12621,MEMBER-000326
POL-12621,MEMBER-004360
POL-12621,MEMBER-004728
POL-18885,MEMBER-006723
POL-18885,MEMBER-006372
POL-15446,MEMBER-001177
POL-15446,MEMBER-004014
POL-15446,MEMBER-000502
POL-13285,MEMBER-004072
POL-13285,MEMBER-006923
POL-13285,MEMBER-006376
POL-13285,MEMBER-003225
POL-16673,MEMBER-002904
POL-16673,MEMBER-000157
POL-16673,MEMBER-002460
POL-16673,MEMBER-001519
POL-16673,MEMBER-004926
POL-11655,MEMBER-004866
POL-11655,MEMBER-006308
POL-18370,MEMBER-002831
POL-17243,MEMBER-006637
POL-17243,MEMBER-002145
POL-17243,MEMBER-004613
POL-17243,MEMBER-003731
POL-17243,MEMBER-006064
POL-11970,MEMBER-001270
POL-19359,MEMBER-005673
POL-15447,MEMBER-006694
POL-15447,MEMBER-001162
POL-15447,MEMBER-003367
POL-15447,MEMBER-002062
POL-14617,MEMBER-000864
POL-14617,MEMBER-001099
POL-14617,MEMBER-001736
POL-14617,MEMBER-000950
POL-14183,MEMBER-004992
POL-14183,MEMBER-003348
POL-14183,MEMBER-005449
POL-14183,MEMBER-005773
POL-14183,MEMBER-004943
POL-12773,MEMBER-001535
POL-12773,MEMBER-001246
POL-12773,MEMBER-002818
POL-12773,MEMBER-000789
POL-12773,MEMBER-006935
POL-16432,MEMBER-002708
POL-16432,MEMBER-005752
POL-16432,MEMBER-003938
POL-16432,MEMBER-006576
POL-16432,MEMBER-000899
POL-17882,MEMBER-002785
POL-17882,MEMBER-001411
POL-18274,MEMBER-004246
POL-10824,MEMBER-006875
POL-10824,MEMBER-005120
POL-10744,MEMBER-001803
POL-11074,MEMBER-001579
POL-11074,MEMBER-005349
POL-11074,MEMBER-006252
POL-11074,MEMBER-003492
POL-11295,MEMBER-002031
POL-11295,MEMBER-004461
POL-11295,MEMBER-000088
POL-11295,MEMBER-005797
POL-16746,MEMBER-003777
POL-16746,MEMBER-004461
POL-11922,MEMBER-001415
POL-19157,MEMBER-003042
POL-19157,MEMBER-003969
POL-19157,MEMBER-004110
POL-17121,MEMBER-000032
POL-17121,MEMBER-006227
POL-17121,MEMBER-001788
POL-17121,MEMBER-001349
POL-10175,MEMBER-006971
POL-13225,MEMBER-000278
POL-13225,MEMBER-004764
POL-13225,MEMBER-003599
POL-13900,MEMBER-002936
POL-13900,MEMBER-004276
POL-13900,MEMBER-003192
POL-13900,MEMBER-000348
POL-13900,MEMBER-002117
POL-13910,MEMBER-006804
POL-13910,MEMBER-004598
POL-13910,MEMBER-003421
POL-13910,MEMBER-000452
POL-14453,MEMBER-002888
POL-14453,MEMBER-005319
POL-14453,MEMBER-002514
POL-14453,MEMBER-004688
POL-18399,MEMBER-000166
POL-18399,MEMBER-005571
POL-18399,MEMBER-005827
POL-12657,MEMBER-006244
POL-12657,MEMBER-005262
POL-17706,MEMBER-003777
POL-17706,MEMBER-004572
POL-17706,MEMBER-000499
POL-17706,MEMBER-005949
POL-18863,MEMBER-006922
POL-18863,MEMBER-005356
POL-18863,MEMBER-006893
POL-18863,MEMBER-004845
POL-18863,MEMBER-001535
POL-17541,MEMBER-003047
POL-10246,MEMBER-005429
POL-10246,MEMBER-002610
POL-11965,MEMBER-003745
POL-11965,MEMBER-001930
POL-11965,MEMBER-005920
POL-11965,MEMBER-005328
POL-16732,MEMBER-006874
POL-12474,MEMBER-006285
POL-12474,MEMBER-000053
POL-12474,MEMBER-003200
POL-18584,MEMBER-002187
POL-18584,MEMBER-001511
POL-12959,MEMBER-000776
POL-16859,MEMBER-001719
POL-16859,MEMBER-003873
POL-19037,MEMBER-006606
POL-19037,MEMBER-001794
POL-19037,MEMBER-004496
POL-19037,MEMBER-003620
POL-18651,MEMBER-003523
POL-18651,MEMBER-004563
POL-18651,MEMBER-000251
POL-18651,MEMBER-005032
POL-18981,MEMBER-000959
POL-18981,MEMBER-001019
POL-18981,MEMBER-004986
POL-18981,MEMBER-002665
POL-18981,MEMBER-004538
POL-12151,MEMBER-003704
POL-12151,MEMBER-002477
POL-12151,MEMBER-006373
POL-12151,MEMBER-001229
POL-15585,MEMBER-000704
POL-15585,MEMBER-004122
POL-15370,MEMBER-003155
POL-15370,MEMBER-001694
POL-15370,MEMBER-002192
POL-18247,MEMBER-004213
POL-18247,MEMBER-002224
POL-18247,MEMBER-001057
POL-12681,MEMBER-005681
POL-12681,MEMBER-005223
POL-12681,MEMBER-005703
POL-16816,MEMBER-000795
POL-16816,MEMBER-003932
POL-16816,MEMBER-002192
POL-13449,MEMBER-002511
POL-13449,MEMBER-004321
POL-13449,MEMBER-004359
POL-13449,MEMBER-000151
POL-19421,MEMBER-002945
POL-12950,MEMBER-004549
POL-12950,MEMBER-003414
POL-13408,MEMBER-006090
POL-13408,MEMBER-005984
POL-17327,MEMBER-005463
POL-17327,MEMBER-002347
POL-17327,MEMBER-002674
POL-17327,MEMBER-000187
POL-17327,MEMBER-000156
POL-18479,MEMBER-006574
POL-18479,MEMBER-003975
POL-18479,MEMBER-006948
POL-18479,MEMBER-003250
POL-18479,MEMBER-006469
POL-17434,MEMBER-002107
POL-17434,MEMBER-001540
POL-17434,MEMBER-000506
POL-17434,MEMBER-000737
POL-17434,MEMBER-002988
POL-17929,MEMBER-006552
POL-17929,MEMBER-005269
POL-17929,MEMBER-003201
POL-17929,MEMBER-004615
POL-12052,MEMBER-001799
POL-12052,MEMBER-004825
POL-12052,MEMBER-006825
POL-15927,MEMBER-001324
POL-15927,MEMBER-000481
POL-15927,MEMBER-006686
POL-15927,MEMBER-001200
POL-10865,MEMBER-006442
POL-13880,MEMBER-002954
POL-13880,MEMBER-002212
POL-13880,MEMBER-006496
POL-13880,MEMBER-005585
POL-13880,MEMBER-001984
POL-11843,MEMBER-003823
POL-11843,MEMBER-004114
POL-10218,MEMBER-002601
POL-16239,MEMBER-000635
POL-16239,MEMBER-003408
POL-17491,MEMBER-004991
POL-14611,MEMBER-006861
POL-14611,MEMBER-003835
POL-14611,MEMBER-005457
POL-13197,MEMBER-000418
POL-13197,MEMBER-003964
POL-13197,MEMBER-006631
POL-13197,MEMBER-001174
POL-12449,MEMBER-002834
POL-12449,MEMBER-002474
POL-12449,MEMBER-006874
POL-10757,MEMBER-006668
POL-17760,MEMBER-006115
POL-15838,MEMBER-000021
POL-15838,MEMBER-006711
POL-15838,MEMBER-002985
POL-13656,MEMBER-000344
POL-13656,MEMBER-006298
POL-13656,MEMBER-006390
POL-13656,MEMBER-001544
POL-12673,MEMBER-004861
POL-12673,MEMBER-005945
POL-12673,MEMBER-000255
POL-12673,MEMBER-002987
POL-14478,MEMBER-002333
POL-14478,MEMBER-000326
POL-14478,MEMBER-003663
POL-14478,MEMBER-001678
POL-13317,MEMBER-006992
POL-13317,MEMBER-001332
POL-13317,MEMBER-002621
POL-13317,MEMBER-006431
POL-10500,MEMBER-003702
POL-10500,MEMBER-003905
POL-10500,MEMBER-001126
POL-11630,MEMBER-000032
POL-19778,MEMBER-001342
POL-19778,MEMBER-006305
POL-19778,MEMBER-002855
POL-19778,MEMBER-006090
POL-16642,MEMBER-000313
POL-16642,MEMBER-003551
POL-16642,MEMBER-004677
POL-16642,MEMBER-001849
POL-16642,MEMBER-003659
POL-12906,MEMBER-006117
POL-12906,MEMBER-006152
POL-10085,MEMBER-003775
POL-10085,MEMBER-006018
POL-10085,MEMBER-004625
POL-10085,MEMBER-005118
POL-10085,MEMBER-001512
POL-18550,MEMBER-002825
POL-18550,MEMBER-000025
POL-12257,MEMBER-000156
POL-18081,MEMBER-003768
POL-18081,MEMBER-005377
POL-10738,MEMBER-004803
POL-10738,MEMBER-004954
POL-10738,MEMBER-006092
POL-10738,MEMBER-000894
POL-19162,MEMBER-005642
POL-19162,MEMBER-002196
POL-11020,MEMBER-006450
POL-11020,MEMBER-003035
POL-11020,MEMBER-002484
POL-11020,MEMBER-003128
POL-11020,MEMBER-001881
POL-17145,MEMBER-002516
POL-17145,MEMBER-003131
POL-17145,MEMBER-003041
POL-17145,MEMBER-004801
POL-17145,MEMBER-002813
POL-16230,MEMBER-005079
POL-16230,MEMBER-001273
POL-16230,MEMBER-006070
POL-16230,MEMBER-004548
POL-17306,MEMBER-006876
POL-17306,MEMBER-003314
POL-17090,MEMBER-004711
POL-17090,MEMBER-005622
POL-17090,MEMBER-003541
POL-17090,MEMBER-004355
POL-17445,MEMBER-006771
POL-17445,MEMBER-004364
POL-17445,MEMBER-004567
POL-17445,MEMBER-003936
POL-17445,MEMBER-000452
POL-15096,MEMBER-006623
POL-15096,MEMBER-005305
POL-15096,MEMBER-002106
POL-15096,MEMBER-001165
POL-13028,MEMBER-001287
POL-13028,MEMBER-002573
POL-13028,MEMBER-003080
POL-13028,MEMBER-001308
POL-19173,MEMBER-004924
POL-19173,MEMBER-004872
POL-19173,MEMBER-001939
POL-16585,MEMBER-005056
POL-12171,MEMBER-003843
POL-18110,MEMBER-001608
POL-18110,MEMBER-001362
POL-18110,MEMBER-004228
POL-18110,MEMBER-003726
POL-11962,MEMBER-005929
POL-11962,MEMBER-004260
POL-11962,MEMBER-002639
POL-11962,MEMBER-000994
POL-11962,MEMBER-002539
POL-12842,MEMBER-004827
POL-12842,MEMBER-003621
POL-12842,MEMBER-004091
POL-12842,MEMBER-000926
POL-12842,MEMBER-002886
POL-13629,MEMBER-001919
POL-13629,MEMBER-006463
POL-13629,MEMBER-004998
POL-13629,MEMBER-004656
POL-13629,MEMBER-002589
POL-10014,MEMBER-000565
POL-17548,MEMBER-002346
POL-17548,MEMBER-001439
POL-14773,MEMBER-001084
POL-19747,MEMBER-001432
POL-19747,MEMBER-002233
POL-16939,MEMBER-004717
POL-16939,MEMBER-006522
POL-16939,MEMBER-003062
POL-16939,MEMBER-002660
POL-15519,MEMBER-003531
POL-15519,MEMBER-002468
POL-15519,MEMBER-003313
POL-15519,MEMBER-000889
POL-10832,MEMBER-003459
POL-10832,MEMBER-003080
POL-10832,MEMBER-000570
POL-18650,MEMBER-001084
POL-18650,MEMBER-006720
POL-10375,MEMBER-004754
POL-10375,MEMBER-001035
POL-12139,MEMBER-000462
POL-12139,MEMBER-004478
POL-12139,MEMBER-003899
POL-17208,MEMBER-005602
POL-17208,MEMBER-005178
POL-10868,MEMBER-001130
POL-10868,MEMBER-006008
POL-10868,MEMBER-002171
POL-10868,MEMBER-001837
POL-15159,MEMBER-000486
POL-15159,MEMBER-002537
POL-15159,MEMBER-006857
POL-16000,MEMBER-000058
POL-16000,MEMBER-000419
POL-16000,MEMBER-000513
POL-16000,MEMBER-003957
POL-15947,MEMBER-006606
POL-15947,MEMBER-005238
POL-18722,MEMBER-000695
POL-18722,MEMBER-002533
POL-18722,MEMBER-002300
POL-10042,MEMBER-005561
POL-10042,MEMBER-003535
POL-10042,MEMBER-005042
POL-10042,MEMBER-006298
POL-10042,MEMBER-001001
POL-18198,MEMBER-000124
POL-18198,MEMBER-005167
POL-18198,MEMBER-003045
POL-15993,MEMBER-002849
POL-15993,MEMBER-001661
POL-15993,MEMBER-005045
POL-15993,MEMBER-006156
POL-15993,MEMBER-003715
POL-18003,MEMBER-000802
POL-18003,MEMBER-001983
POL-18003,MEMBER-003024
POL-18003,MEMBER-000718
POL-11626,MEMBER-001819
POL-11850,MEMBER-005935
POL-18084,MEMBER-001198
POL-18084,MEMBER-005185
POL-18084,MEMBER-002390
POL-18084,MEMBER-005211
POL-18084,MEMBER-004933
POL-10952,MEMBER-004343
POL-14811,MEMBER-001349
POL-14811,MEMBER-005728
POL-14811,MEMBER-000791
POL-14811,MEMBER-006251
POL-14811,MEMBER-000245
POL-14939,MEMBER-002751
POL-14905,MEMBER-002666
POL-14905,MEMBER-001310
POL-10726,MEMBER-001741
POL-15522,MEMBER-001964
POL-15522,MEMBER-003739
POL-14928,MEMBER-001393
POL-19315,MEMBER-004466
POL-19315,MEMBER-005838
POL-19315,MEMBER-005900
POL-19315,MEMBER-006945
POL-15671,MEMBER-003270
POL-15671,MEMBER-000825
POL-12603,MEMBER-006345
POL-12603,MEMBER-006923
POL-12603,MEMBER-003659
POL-12603,MEMBER-004339
POL-12603,MEMBER-005006
POL-10232,MEMBER-004030
POL-10232,MEMBER-003309
POL-10232,MEMBER-006143
POL-10232,MEMBER-004637
POL-10232,MEMBER-003581
POL-17806,MEMBER-000314
POL-17806,MEMBER-003659
POL-18117,MEMBER-005862
POL-18117,MEMBER-005179
POL-18117,MEMBER-005681
POL-18117,MEMBER-000041
POL-18117,MEMBER-005459
POL-12497,MEMBER-000946
POL-12497,MEMBER-003991
POL-12497,MEMBER-004524
POL-12497,MEMBER-001831
POL-14068,MEMBER-005666
POL-14068,MEMBER-005763
POL-13175,MEMBER-002973
POL-13175,MEMBER-004869
POL-13175,MEMBER-002740
POL-10364,MEMBER-001616
POL-10364,MEMBER-005128
POL-10364,MEMBER-002720
POL-16060,MEMBER-005004
POL-16060,MEMBER-006349
POL-17813,MEMBER-002695
POL-17813,MEMBER-003113
POL-17813,MEMBER-006877
POL-17813,MEMBER-001757
POL-17813,MEMBER-005916
POL-14189,MEMBER-005530
POL-14189,MEMBER-002423
POL-14584,MEMBER-003370
POL-14584,MEMBER-002420
POL-17800,MEMBER-006273
POL-17800,MEMBER-002481
POL-17800,MEMBER-003309
POL-17800,MEMBER-002842
POL-11096,MEMBER-001648
POL-11096,MEMBER-002433
POL-11096,MEMBER-001439
POL-11096,MEMBER-005301
POL-11096,MEMBER-004140
POL-10408,MEMBER-000692
POL-10408,MEMBER-002830
POL-12924,MEMBER-002405
POL-12924,MEMBER-004013
POL-12924,MEMBER-000355
POL-13113,MEMBER-002465
POL-13113,MEMBER-003464
POL-13113,MEMBER-005396
POL-18171,MEMBER-002495
POL-18171,MEMBER-005047
POL-18171,MEMBER-002634
POL-18878,MEMBER-003231
POL-18878,MEMBER-006564
POL-18878,MEMBER-000256
POL-18878,MEMBER-001683
POL-16358,MEMBER-006638
POL-16358,MEMBER-002968
POL-16358,MEMBER-002569
POL-16358,MEMBER-002846
POL-16358,MEMBER-005736
POL-11552,MEMBER-003179
POL-13698,MEMBER-003051
POL-18304,MEMBER-005839
POL-18304,MEMBER-000828
POL-18304,MEMBER-000335
POL-18304,MEMBER-000377
POL-18304,MEMBER-004303
POL-10836,MEMBER-004912
POL-10836,MEMBER-000294
POL-12287,MEMBER-000399
POL-19989,MEMBER-005348
POL-19989,MEMBER-002607
POL-19989,MEMBER-001188
POL-14503,MEMBER-005760
POL-14503,MEMBER-006117
POL-14503,MEMBER-003457
POL-17641,MEMBER-000413
POL-17641,MEMBER-003073
POL-17641,MEMBER-000868
POL-17641,MEMBER-003543
POL-17641,MEMBER-005617
POL-14981,MEMBER-001347
POL-14981,MEMBER-001034
POL-14981,MEMBER-006209
POL-14981,MEMBER-000398
POL-14981,MEMBER-001443
POL-13326,MEMBER-000013
POL-13326,MEMBER-006169
POL-13326,MEMBER-002625
POL-13326,MEMBER-000201
POL-12904,MEMBER-004169
POL-12904,MEMBER-003868
POL-13660,MEMBER-004413
POL-13660,MEMBER-003329
POL-13660,MEMBER-006405
POL-13660,MEMBER-004126
POL-19023,MEMBER-004666
POL-19023,MEMBER-001134
POL-15144,MEMBER-000736
POL-15144,MEMBER-000766
POL-15144,MEMBER-004880
POL-15144,MEMBER-001847
POL-13849,MEMBER-006359
POL-18058,MEMBER-000781
POL-14123,MEMBER-001681
POL-14123,MEMBER-004189
POL-16534,MEMBER-000951
POL-16534,MEMBER-006812
POL-16534,MEMBER-004134
POL-11150,MEMBER-004722
POL-11150,MEMBER-001436
POL-11150,MEMBER-006687
POL-11150,MEMBER-006929
POL-11150,MEMBER-002475
POL-16008,MEMBER-002541
POL-17118,MEMBER-001503
POL-15020,MEMBER-006746
POL-15020,MEMBER-006041
POL-15020,MEMBER-006352
POL-15020,MEMBER-003647
POL-18116,MEMBER-003043
POL-18116,MEMBER-004432
POL-18116,MEMBER-004821
POL-18116,MEMBER-006527
POL-18116,MEMBER-002649
POL-11608,MEMBER-003123
POL-11608,MEMBER-005736
POL-16075,MEMBER-000417
POL-16075,MEMBER-002820
POL-10594,MEMBER-004832
POL-12313,MEMBER-001843
POL-14174,MEMBER-000011
POL-14174,MEMBER-005976
POL-14174,MEMBER-003635
POL-13401,MEMBER-001332
POL-15933,MEMBER-004034
POL-15933,MEMBER-004768
POL-15933,MEMBER-005260
POL-15933,MEMBER-005339
POL-14377,MEMBER-006816
POL-14732,MEMBER-001580
POL-12136,MEMBER-000920
POL-12136,MEMBER-000815
POL-12136,MEMBER-005454
POL-12136,MEMBER-006814
POL-12136,MEMBER-004139
POL-12615,MEMBER-005165
POL-12615,MEMBER-004032
POL-12615,MEMBER-001930
POL-12615,MEMBER-000556
POL-18222,MEMBER-001197
POL-18222,MEMBER-000687
POL-10010,MEMBER-002532
POL-10010,MEMBER-004429
POL-10010,MEMBER-002621
POL-10010,MEMBER-004829
POL-10010,MEMBER-005843
POL-17041,MEMBER-002296
POL-17041,MEMBER-000187
POL-17041,MEMBER-002777
POL-17041,MEMBER-006416
POL-17041,MEMBER-004158
POL-18444,MEMBER-006904
POL-18444,MEMBER-003819
POL-15158,MEMBER-000088
POL-15158,MEMBER-002467
POL-15158,MEMBER-006198
POL-15158,MEMBER-003574
POL-15839,MEMBER-005086
POL-11166,MEMBER-005606
POL-11166,MEMBER-000497
POL-11166,MEMBER-000212
POL-11166,MEMBER-006182
POL-11166,MEMBER-006768
POL-10419,MEMBER-004980
POL-10419,MEMBER-002907
POL-10419,MEMBER-004206
POL-19756,MEMBER-002669
POL-19756,MEMBER-006922
POL-16390,MEMBER-002402
POL-16390,MEMBER-006602
POL-16390,MEMBER-003371
POL-16390,MEMBER-002600
POL-16390,MEMBER-000057
POL-17497,MEMBER-004297
POL-11977,MEMBER-004296
POL-11977,MEMBER-005029
POL-11977,MEMBER-003109
POL-11977,MEMBER-006878
POL-15866,MEMBER-002363
POL-11362,MEMBER-004719
POL-11362,MEMBER-002546
POL-11362,MEMBER-003056
POL-11226,MEMBER-004071
POL-15431,MEMBER-001729
POL-15431,MEMBER-004551
